Brands,Months,Total Units,vs. Prior Period
HeadStash Cultivators,05/2020,"5,155.494339000000",6.020449589186620
HeadStash Cultivators,06/2020,"1,423.7299170000000",-0.7238422111668620
HeadStash Cultivators,07/2020,,-1
HeadStash Cultivators,01/2021,"2,288.9895560000000",
HeadStash Cultivators,02/2021,"1,372.6067680000000",-0.4003438048015280
HeadStash Cultivators,03/2021,"4,968.268603000000",2.6195862637623300
HeadStash Cultivators,04/2021,"3,579.704218",-0.2794865769055930
HeadStash Cultivators,05/2021,"2,433.5266340000000",-0.3201877904427470
HeadStash Cultivators,06/2021,"4,644.702069000000",0.9086300532349140
HeadStash Cultivators,07/2021,"5,619.024933000000",0.20977079897177800
HeadStash Cultivators,08/2021,"3,231.1466060000000",-0.42496311290171000
HeadStash Cultivators,09/2021,"1,924.2874510000000",-0.40445678093753400
Headwaters,09/2018,"12,477.611172",
Headwaters,10/2018,,-1
Headwaters,12/2018,"18,704.651565000000",
Headwaters,01/2019,,-1
Headwaters,03/2019,"2,675.477355",
Headwaters,04/2019,"4,168.554516",0.5580601002694710
Headwaters,05/2019,"3,593.277389",-0.13800398310539900
Headwaters,06/2019,"2,653.613592",-0.26150605569070900
Headwaters,07/2019,,-1
Heady Flower Company,10/2018,"5,112.598596000000",
Heady Flower Company,11/2018,"26,707.589325000000",4.223877608129750
Heady Flower Company,12/2018,"24,967.329905000000",-0.06515973414234730
Heady Flower Company,01/2019,"19,128.875311",-0.2338437716894500
Heady Flower Company,02/2019,"20,238.482602000000",0.05800692790139730
Heady Flower Company,03/2019,"24,870.554428000000",0.22887446243337700
Heady Flower Company,04/2019,"25,539.418919000000",0.026893831134176200
Heady Flower Company,05/2019,"37,572.329403",0.47115051920966700
Heady Flower Company,06/2019,"6,374.441346000000",-0.8303421308370880
Heady Flower Company,07/2019,"3,627.540699",-0.43092413874412700
Heady Flower Company,08/2019,"1,981.124014",-0.45386580651014200
Heady Flower Company,09/2019,"3,387.198486",0.7097357167263130
Heady Flower Company,10/2019,"15,151.228368000000",3.473085480707200
Heady Flower Company,11/2019,"29,573.246556000000",0.9518712171522590
Heady Flower Company,12/2019,"17,601.724452000000",-0.40480919405756400
Heady Flower Company,01/2020,"8,429.047617",-0.5211237603459790
Heady Flower Company,02/2020,"3,052.0274120000000",-0.6379155094764720
Heady Flower Company,03/2020,,-1
Heartrock,08/2018,"1,539.8841920000000",
Heartrock,09/2018,"3,541.225211",1.2996698254306100
Heartrock,10/2018,,-1
Heartrock,07/2021,"2,973.147298",
Heartrock,08/2021,"2,630.7500150000000",-0.11516324240992900
Heartrock,09/2021,,-1
Heavenly Sweet Medibles,08/2018,"16,615.07927200000",
Heavenly Sweet Medibles,09/2018,"9,056.013906999970",-0.4549521095417620
Heavenly Sweet Medibles,10/2018,"9,400.678150000030",0.038059155666009000
Heavenly Sweet Medibles,11/2018,"13,674.18996000000",0.4545961197490760
Heavenly Sweet Medibles,12/2018,"9,926.181281000010",-0.27409365307661400
Heavenly Sweet Medibles,01/2019,"7,190.303029000010",-0.27562243470576400
Heavenly Sweet Medibles,02/2019,"7,182.096662000000",-0.0011413103129192900
Heavenly Sweet Medibles,03/2019,"7,545.415381999990",0.05058672099503860
Heavenly Sweet Medibles,04/2019,"6,735.979604000010",-0.10727517797508300
Heavenly Sweet Medibles,05/2019,"6,336.061632000000",-0.05937042501769520
Heavenly Sweet Medibles,06/2019,"3,989.2108140000000",-0.37039583171781800
Heavenly Sweet Medibles,07/2019,"4,683.189360000000",0.17396386863399300
Heavenly Sweet Medibles,08/2019,"4,746.326683",0.013481693381707800
Heavenly Sweet Medibles,09/2019,"4,292.316094000000",-0.09565514961836500
Heavenly Sweet Medibles,10/2019,"6,709.485383999990",0.5631386964671190
Heavenly Sweet Medibles,11/2019,"4,551.933372000000",-0.32156743602796600
Heavenly Sweet Medibles,12/2019,"5,933.351207000010",0.30347936186795500
Heavenly Sweet Medibles,01/2020,"5,857.396463000000",-0.012801322785409500
Heavenly Sweet Medibles,02/2020,"4,672.350697000000",-0.20231612688089300
Heavenly Sweet Medibles,03/2020,"6,219.624020000000",0.33115522000381100
Heavenly Sweet Medibles,04/2020,"5,116.654261000000",-0.177337047296309
Heavenly Sweet Medibles,05/2020,"6,964.961980000010",0.36123365479042100
Heavenly Sweet Medibles,06/2020,"6,693.144850000000",-0.03902636235208950
Heavenly Sweet Medibles,07/2020,"8,403.50142399998",0.2555385565874880
Heavenly Sweet Medibles,08/2020,"10,388.37689",0.23619624319112000
Heavenly Sweet Medibles,09/2020,"8,409.91621",-0.19044945143494900
Heavenly Sweet Medibles,10/2020,"7,627.5015090000000",-0.0930347795938383
Heavenly Sweet Medibles,11/2020,"6,655.797135000000",-0.1273948451997610
Heavenly Sweet Medibles,12/2020,"7,151.499891000000",0.07447684265995880
Heavenly Sweet Medibles,01/2021,"8,399.333086",0.17448552248044700
Heavenly Sweet Medibles,02/2021,"8,728.114868000000",0.03914379613638810
Heavenly Sweet Medibles,03/2021,"10,615.562154",0.21624913449752700
Heavenly Sweet Medibles,04/2021,"10,768.900007000000",0.014444628628755200
Heavenly Sweet Medibles,05/2021,"8,973.472366",-0.16672340163182300
Heavenly Sweet Medibles,06/2021,"19,725.96111000000",1.1982528396410500
Heavenly Sweet Medibles,07/2021,"6,806.953594000000",-0.6549241096014710
Heavenly Sweet Medibles,08/2021,"7,022.354298000000",0.03164421514344700
Heavenly Sweet Medibles,09/2021,"7,005.710626000000",-0.002370098587126960
Heavy Grass,10/2019,"6,597.036002000000",
Heavy Grass,11/2019,,-1
Heavy Grass,01/2020,"2,921.6220850000000",
Heavy Grass,02/2020,,-1
Heavy Grass,08/2021,"3,991.789259",
Heavy Grass,09/2021,,-1
Heavy Hitters,08/2018,"127,644.04433700000",
Heavy Hitters,09/2018,"110,662.3949260000",-0.13303910495162300
Heavy Hitters,10/2018,"110,399.03272700000",-0.0023798707697969300
Heavy Hitters,11/2018,"118,119.76470000000",0.06993477915782040
Heavy Hitters,12/2018,"137,460.27888700000",0.16373647743137100
Heavy Hitters,01/2019,"135,864.76809200000",-0.011607067932050000
Heavy Hitters,02/2019,"127,028.49874700000",-0.0650372386387675
Heavy Hitters,03/2019,"128,340.94102500000",0.01033187269743320
Heavy Hitters,04/2019,"125,234.16429000000",-0.024207214862127200
Heavy Hitters,05/2019,"126,969.19948100000",0.013854328016930900
Heavy Hitters,06/2019,"127,243.24406200000",0.002158354798801190
Heavy Hitters,07/2019,"127,270.60559400000",0.00021503327899232000
Heavy Hitters,08/2019,"119,942.26999300000",-0.05758073961223910
Heavy Hitters,09/2019,"89,045.00083100010",-0.25760117066154500
Heavy Hitters,10/2019,"83,810.737053",-0.0587822306603629
Heavy Hitters,11/2019,"97,453.94689800000",0.1627859427649740
Heavy Hitters,12/2019,"94,953.79306000030",-0.025654721205047400
Heavy Hitters,01/2020,"88,465.18150900000",-0.06833441131625200
Heavy Hitters,02/2020,"89,405.92069400010",0.010634005028344500
Heavy Hitters,03/2020,"93,449.41361400010",0.045226232095291400
Heavy Hitters,04/2020,"91,118.0168100001",-0.0249482229351384
Heavy Hitters,05/2020,"104,285.35485900000",0.14450861102976100
Heavy Hitters,06/2020,"110,377.05613300000",0.0584137751867154
Heavy Hitters,07/2020,"131,631.97081000000",0.19256642115358200
Heavy Hitters,08/2020,"124,751.15905500000",-0.05227310441877170
Heavy Hitters,09/2020,"124,336.52433900000",-0.0033236942978417100
Heavy Hitters,10/2020,"118,869.28948600000",-0.043971269762164900
Heavy Hitters,11/2020,"123,692.69321100000",0.0405773749120337
Heavy Hitters,12/2020,"121,239.63540000000",-0.01983187322807960
Heavy Hitters,01/2021,"126,594.72466400000",0.04416946031165440
Heavy Hitters,02/2021,"108,674.29144400000",-0.14155750381829400
Heavy Hitters,03/2021,"130,880.27831800000",0.20433523493864700
Heavy Hitters,04/2021,"153,109.72294400000",0.16984563993658800
Heavy Hitters,05/2021,"137,940.98081200000",-0.09907105728058600
Heavy Hitters,06/2021,"151,362.8657040000",0.09730164895878320
Heavy Hitters,07/2021,"152,111.49314000000",0.004945912146408760
Heavy Hitters,08/2021,"150,345.8026090000",-0.011607870612215500
Heavy Hitters,09/2021,"158,920.3861260000",0.05703241040456010
Heavy Melta,05/2020,4.459288,
Heavy Melta,06/2020,104.17011,22.360256166455300
Heavy Melta,07/2020,,-1
Heavy Melta,08/2020,829.9652450000000,
Heavy Melta,09/2020,,-1
Hedisyn Extracts,12/2020,219.71427500000000,
Hedisyn Extracts,01/2021,376.165828,0.7120682213297240
Hedisyn Extracts,02/2021,107.60268400000000,-0.7139488066417350
Hedisyn Extracts,03/2021,433.80468000000000,3.0315414437059900
Hedisyn Extracts,04/2021,136.50756900000000,-0.6853248125400580
Hedisyn Extracts,05/2021,,-1
Helios,01/2019,"10,817.062885",
Helios,02/2019,"35,633.504891000000",2.2941941144127900
Helios,03/2019,"22,514.426556",-0.36816693657079800
Helios,04/2019,"4,251.139088",-0.8111815516408480
Helios,05/2019,"17,190.508300000000",3.043741675854570
Helios,06/2019,"1,519.0976360000000",-0.9116316045174770
Helios,07/2019,,-1
Helios,08/2019,"3,577.184472",
Helios,09/2019,,-1
Helios,02/2020,"1,322.821668",
Helios,03/2020,,-1
Hella Dank,06/2019,869.1545910000000,
Hella Dank,07/2019,"1,462.4596370000000",0.6826231514434930
Hella Dank,08/2019,"1,146.2616240000000",-0.2162097366657100
Hella Dank,09/2019,"1,679.3343920000000",0.4650533149140820
Hella Dank,10/2019,"1,756.353703000000",0.04586299867787240
Hella Dank,11/2019,"2,366.0150640000000",0.34711764490184800
Hella Dank,12/2019,"4,318.280040000000",0.8251278724741030
Hella Dank,01/2020,"3,404.241467000000",-0.2116672759833330
Hella Dank,02/2020,"5,270.4342340000000",0.548196355954909
Hella Dank,03/2020,"6,399.8963250000000",0.2143015244766270
Hella Dank,04/2020,"7,321.901592999990",0.14406565687608900
Hella Dank,05/2020,"8,123.930947000000",0.1095383957040310
Hella Dank,06/2020,"10,572.835720000000",0.30144332700222200
Hella Dank,07/2020,"17,510.26523100000",0.656155992084212
Hella Dank,08/2020,"16,169.216532000000",-0.07658642980608980
Hella Dank,09/2020,"13,779.062990000000",-0.1478212340882270
Hella Dank,10/2020,"11,487.009377000000",-0.1663432132259960
Hella Dank,11/2020,"8,643.110959000000",-0.24757518033320600
Hella Dank,12/2020,"11,246.175188000000",0.30117214060400900
Hella Dank,01/2021,"7,469.753768000000",-0.335796069051952
Hella Dank,02/2021,"7,781.883943000000",0.041785872023941000
Hella Dank,03/2021,"8,716.863282000000",0.12014819879716100
Hella Dank,04/2021,"9,196.887224000000",0.0550684261609595
Hella Dank,05/2021,"7,031.258399000000",-0.2354741090386120
Hella Dank,06/2021,"7,211.951708000010",0.025698573249093100
Hella Dank,07/2021,"6,202.960078000000",-0.13990548895117500
Hella Dank,08/2021,"5,690.234376",-0.08265823019214370
Hella Dank,09/2021,"5,954.845563000000",0.04650268679899430
Hello Again,02/2020,222.741131,
Hello Again,03/2020,65.38369600000000,-0.7064588129437130
Hello Again,04/2020,109.27885000000000,0.6713470893416600
Hello Again,05/2020,57.970744000000000,-0.4695154277337290
Hello Again,06/2020,64.56825,0.11380750952584000
Hello Again,07/2020,110.02227500000000,0.7039686688116840
Hello Again,08/2020,112.21579200000000,0.0199370263885197
Hello Again,09/2020,58.702112,-0.4768818991180850
Hello Again,10/2020,205.603899,2.5024957705099300
Hello Again,11/2020,99.6347,-0.5154046178861620
Hello Again,12/2020,83.890905,-0.15801517945053300
Hello Again,01/2021,114.48525200000000,0.36469206048021500
Hello Again,02/2021,99.916778,-0.127251971284476
Hello Again,03/2021,136.56814000000000,0.36681889401998100
Hello Again,04/2021,231.64920800000000,0.6962170532600070
Hello Again,05/2021,100.52433600000000,-0.5660492998534230
Hello Again,06/2021,146.52057000000000,0.45756317156872400
Hello Again,07/2021,119.181277,-0.1865901354328610
Hello Again,08/2021,164.29023,0.3784902640370270
Hello Again,09/2021,236.82827400000000,0.4415237838549500
Henry's Original,08/2018,"36,056.19248000000",
Henry's Original,09/2018,"52,691.64581300000",0.4613757634622
Henry's Original,10/2018,"52,238.50599400010",-0.00859984181568612
Henry's Original,11/2018,"82,416.56485499990",0.5776975869958070
Henry's Original,12/2018,"187,317.09463400000",1.2728088092916500
Henry's Original,01/2019,"185,036.01683800000",-0.01217762746351080
Henry's Original,02/2019,"172,239.59848800000",-0.06915636516972340
Henry's Original,03/2019,"195,668.19037",0.13602326112965300
Henry's Original,04/2019,"188,379.61907200000",-0.03724964841866920
Henry's Original,05/2019,"173,456.8403870000",-0.07921652436985000
Henry's Original,06/2019,"184,767.87291600000",0.06520949248103210
Henry's Original,07/2019,"252,472.25470099800",0.36642940526667400
Henry's Original,08/2019,"255,972.38327800000",0.013863418699797800
Henry's Original,09/2019,"299,204.0246510000",0.1688918187945630
Henry's Original,10/2019,"314,471.388797",0.05102660020635750
Henry's Original,11/2019,"335,716.0084950000",0.06755660595792360
Henry's Original,12/2019,"219,634.9836560000",-0.34577149108672500
Henry's Original,01/2020,"199,854.44654600000",-0.09006095832611670
Henry's Original,02/2020,"181,780.90955800000",-0.09043349948103280
Henry's Original,03/2020,"162,207.88938700000",-0.10767368376905800
Henry's Original,04/2020,"127,394.87917200000",-0.2146197102160810
Henry's Original,05/2020,"167,995.87165499900",0.31870191915785300
Henry's Original,06/2020,"202,094.90771300000",0.20297544053955900
Henry's Original,07/2020,"233,129.2798170000",0.15356335523343500
Henry's Original,08/2020,"161,456.08150100000",-0.3074397105857370
Henry's Original,09/2020,"64,757.02519800000",-0.5989186372171500
Henry's Original,10/2020,"92,061.66571400000",0.4216475422166750
Henry's Original,11/2020,"130,947.99311900000",0.4223943495200810
Henry's Original,12/2020,"168,284.75066000000",0.2851266113492080
Henry's Original,01/2021,"148,819.72721100000",-0.11566718536682400
Henry's Original,02/2021,"132,406.1024060000",-0.11029199631396000
Henry's Original,03/2021,"160,107.86812100000",0.20921819471777600
Henry's Original,04/2021,"182,239.77713500000",0.13823123918728300
Henry's Original,05/2021,"134,538.57545700000",-0.2617496708342870
Henry's Original,06/2021,"96,336.77241199980",-0.28394683766523100
Henry's Original,07/2021,"94,421.66702900010",-0.019879276988951200
Henry's Original,08/2021,"101,913.24592800000",0.07934173516232250
Henry's Original,09/2021,"177,457.187066",0.7412573355908070
Hepburns,08/2018,"1,235.5235200000000",
Hepburns,09/2018,"1,767.6367830000000",0.430678375916308
Hepburns,10/2018,795.4866640000000,-0.5499716504824510
Hepburns,11/2018,598.5900000000000,-0.2475172405907240
Hepburns,12/2018,,-1
Her Highness,01/2020,57.56890800000000,
Her Highness,02/2020,331.74211000000000,4.762522193403420
Her Highness,03/2020,84.064752,-0.7465960772963070
Her Highness,04/2020,26.226924000000000,-0.6880152099895570
Her Highness,05/2020,98.104336,2.7405963429031900
Her Highness,06/2020,17.2182,-0.8244909378928980
Her Highness,07/2020,132.02673000000000,6.667859009652580
Her Highness,08/2020,168.32368800000000,0.2749212829856500
Her Highness,09/2020,75.474144,-0.5516130563869300
Her Highness,10/2020,44.345939,-0.4124353500451760
Her Highness,11/2020,99.6347,1.2467604079823400
Her Highness,12/2020,179.766225,0.8042531868917150
Her Highness,01/2021,159.461601,-0.11295016068786000
Her Highness,02/2021,176.77583800000000,0.10857935008441300
Her Highness,03/2021,68.28407,-0.6137250951682660
Her Highness,04/2021,57.912302000000000,-0.15189147336999700
Her Highness,05/2021,,-1
Her Highness,06/2021,41.863020000000000,
Her Highness,07/2021,38.308267,-0.0849139168650519
Her Highness,08/2021,42.12570000000000,0.09965037050618890
Her Highness,09/2021,33.634408,-0.2015703477924400
Herb & Zen,08/2020,528.7090200000000,
Herb & Zen,09/2020,"9,941.936444000000",17.804174069131600
Herb & Zen,10/2020,"25,835.541029",1.5986427467650800
Herb & Zen,11/2020,"35,951.78659600000",0.39156313992591300
Herb & Zen,12/2020,"29,101.755023000000",-0.19053382937475800
Herb & Zen,01/2021,"40,038.35493500000",0.3758055108139180
Herb & Zen,02/2021,"39,852.67178800000",-0.004637631773370090
Herb & Zen,03/2021,"45,670.796073000000",0.14599082129173200
Herb & Zen,04/2021,"46,350.46268800000",0.014881864855468300
Herb & Zen,05/2021,"19,561.093355000000",-0.57797415126852
Herb & Zen,06/2021,"11,161.204414000000",-0.4294181714977050
Herb & Zen,07/2021,"30,325.676745000000",1.7170613152610300
Herb & Zen,08/2021,"24,025.340259000000",-0.20775584132805200
Herb & Zen,09/2021,"23,057.310284",-0.04029204017776060
HerbaBuena,11/2018,221.47830000000000,
HerbaBuena,12/2018,220.37003900000000,-0.005003925892513810
HerbaBuena,01/2019,111.214391,-0.4953288954130470
HerbaBuena,02/2019,128.96353800000000,0.15959397736575300
HerbaBuena,03/2019,136.62012,0.05937012987345270
HerbaBuena,04/2019,146.067948,0.0691540016214304
HerbaBuena,05/2019,61.711243,-0.5775168759131200
HerbaBuena,06/2019,43.952192,-0.2877765887813990
HerbaBuena,07/2019,,-1
HerbaBuena,03/2020,28.021584000000000,
HerbaBuena,04/2020,69.938464,1.4958783200835500
HerbaBuena,05/2020,,-1
HerbaBuena,06/2020,47.350050000000000,
HerbaBuena,07/2020,22.004455,-0.5352812721422680
HerbaBuena,08/2020,34.527936,0.5691338867515690
HerbaBuena,09/2020,16.772032,-0.5142474777525070
HerbaBuena,10/2020,40.314490000000000,1.403673567997010
HerbaBuena,11/2020,23.912328,-0.4068552522926620
HerbaBuena,12/2020,19.974025,-0.16469759866124300
HerbaBuena,01/2021,77.686421,2.8893723723686100
HerbaBuena,02/2021,80.702013,0.03881749166949010
HerbaBuena,03/2021,48.20052,-0.4027346009324450
HerbaBuena,04/2021,41.36593,-0.1417949432910680
HerbaBuena,05/2021,16.754056,-0.5949793465298620
HerbaBuena,06/2021,33.490416,0.9989437781513930
HerbaBuena,07/2021,25.538846,-0.23742822424182500
HerbaBuena,08/2021,12.637710000000000,-0.5051573591069850
HerbaBuena,09/2021,,-1
Herbanology,12/2020,195.745449,
Herbanology,01/2021,,-1
Herbanology,07/2021,625.70172,
Herbanology,08/2021,,-1
Herbarium,06/2021,"1,761.1772540000000",
Herbarium,07/2021,"4,585.81901",1.6038372909851400
Herbarium,08/2021,"1,739.2122240000000",-0.6207411979828660
Herbarium,09/2021,"6,732.504493",2.871008034612340
Herbes,12/2019,981.9244240000000,
Herbes,01/2020,,-1
Herbology,10/2018,290.32360000000000,
Herbology,11/2018,598.59,1.0618027607814200
Herbology,12/2018,952.3559370000000,0.5909987420438030
Herbology,01/2019,"2,175.119345000000",1.2839353024372400
Herbology,02/2019,"2,192.380142000000",0.00793556318630495
Herbology,03/2019,"2,690.847118000000",0.22736338760360700
Herbology,04/2019,"1,191.0155760000000",-0.5573826665837360
Herbology,05/2019,981.7697750000010,-0.17568687195741500
Herbology,06/2019,626.3187360000000,-0.36205131595134000
Herbology,07/2019,726.6524710000000,0.16019596609992000
Herbology,08/2019,463.19237300000000,-0.3625668507497580
Herbology,09/2019,279.7026,-0.39614161133866500
Herbology,10/2019,208.834743,-0.2533686029375490
Herbology,11/2019,131.06772,-0.3723854655736090
Herbology,12/2019,384.0199480000000,1.9299353647107000
Herbology,01/2020,110.34040700000000,-0.7126701162930210
Herbology,02/2020,,-1
Herbology,07/2020,205.9617,
Herbology,08/2020,766.9517660000000,2.7237591552215800
Herbology,09/2020,937.137299,0.22189861285227200
Herbology,10/2020,"1,375.732017",0.46801543217628400
Herbology,11/2020,"6,565.129600000000",3.7720991580295500
Herbology,12/2020,"12,391.186087",0.887424444294291
Herbology,01/2021,"11,693.033059000000",-0.05634271191621040
Herbology,02/2021,"6,799.528947",-0.4184974152821300
Herbology,03/2021,909.2827270000000,-0.866272688286564
Herbology,04/2021,386.77145500000000,-0.5746411500897230
Herbology,05/2021,322.515578,-0.16613396921962600
Herbology,06/2021,307.69319700000000,-0.045958651336835400
Herbology,07/2021,,-1
Herbology,08/2021,248.54163,
Herbology,09/2021,172.376334,-0.3064488472212880
Heshies,03/2019,648.9455700000000,
Heshies,04/2019,837.081702,0.2899104958833450
Heshies,05/2019,476.859605,-0.4303308699011560
Heshies,06/2019,939.4781040000000,0.9701356419149820
Heshies,07/2019,500.646392,-0.4671015855841600
Heshies,08/2019,"2,349.44566",3.692824511556650
Heshies,09/2019,282.49962600000000,-0.8797590296257370
Heshies,10/2019,,-1
Heshies,11/2019,87.37848,
Heshies,12/2019,43.749108,-0.49931484273931100
Heshies,01/2020,43.176681,-0.013084312484725300
Heshies,02/2020,,-1
Heshies,03/2020,"1,116.193096",
Heshies,04/2020,"1,062.1904220000000",-0.04838112168362650
Heshies,05/2020,"1,533.995072",0.44418085517250100
Heshies,06/2020,"1,691.6881500000000",0.10279894693168900
Heshies,07/2020,"1,777.9599640000000",0.05099746900751190
Heshies,08/2020,"2,084.6241360000000",0.17248092094834100
Heshies,09/2020,"2,626.919527000000",0.2601406083883130
Heshies,10/2020,"3,543.6436620000000",0.3489730559226220
Heshies,11/2020,"5,210.894798000000",0.4704906291449790
Heshies,12/2020,"6,064.912971000000",0.16389088747824700
Heshies,01/2021,"5,375.287014000000",-0.11370747779853100
Heshies,02/2021,"6,365.851621000000",0.18428124943283300
Heshies,03/2021,"6,095.558266000000",-0.04245988927991070
Heshies,04/2021,"7,909.165829000000",0.2975293621777010
Heshies,05/2021,"8,167.6023000000000",0.03267556612005930
Heshies,06/2021,"10,433.206520000000",0.2773891451595290
Heshies,07/2021,"3,194.909607",-0.6937749098634730
Heshies,08/2021,"4,863.517413000000",0.5222707404128450
Heshies,09/2021,"4,954.516275",0.01871050399794230
HGH Extractions,08/2018,244.0912300000000,
HGH Extractions,09/2018,104.153686,-0.5733001714154170
HGH Extractions,10/2018,,-1
Hi,10/2019,428.37896,
Hi,11/2019,820.3868400000000,0.9150960168538620
Hi,12/2019,"1,186.0869280000000",0.4457654245160730
Hi,01/2020,"1,827.8128290000000",0.541044577636557
Hi,02/2020,"3,246.3335050000000",0.7760754566845200
Hi,03/2020,"2,451.888600000000",-0.24472066834057500
Hi,04/2020,"1,385.655818000000",-0.4348618375239400
Hi,05/2020,"2,474.904840000000",0.7860891628717600
Hi,06/2020,"2,922.7894500000000",0.1809704368269760
Hi,07/2020,"6,519.48000499998",1.2305677903004500
Hi,08/2020,"6,969.032225000000",0.06895522643757570
Hi,09/2020,"7,886.628807000000",0.13166771976004100
Hi,10/2020,"4,973.800340000000",-0.3693375887571430
Hi,11/2020,"3,875.391194000000",-0.2208390105984830
Hi,12/2020,"3,462.0977180000000",-0.10664561467752500
Hi,01/2021,"3,176.965677000000",-0.0823581724795217
Hi,02/2021,"3,391.021593",0.06737747201667400
Hi,03/2021,"2,410.929764000000",-0.2890255346716700
Hi,04/2021,"1,606.7519630000000",-0.33355505125366200
Hi,05/2021,"2,006.9265140000000",0.24905807505772400
Hi,06/2021,"1,368.920746",-0.3179019079918340
Hi,07/2021,424.68972900000000,-0.6897630996966420
Hi,08/2021,603.240038,0.42042530536452000
Hi,09/2021,128.945911,-0.7862444418850060
Hi Fly,03/2020,882.6798959999990,
Hi Fly,04/2020,"3,601.830896",3.080562967755640
Hi Fly,05/2020,"5,685.59220000001",0.578528355207937
Hi Fly,06/2020,"2,311.5433500000000",-0.5934384196601380
Hi Fly,07/2020,290.45880600000000,-0.8743442098976860
Hi Fly,08/2020,"4,285.7800560000000",13.755207855533200
Hi Fly,09/2020,"3,524.642527000000",-0.17759603130693200
Hi Fly,10/2020,274.138532,-0.9222223161923510
Hi Fly,11/2020,,-1
Hi-Cubes,05/2020,"2,599.764904",
Hi-Cubes,06/2020,"3,118.21602",0.19942230745645900
Hi-Cubes,07/2020,"3,461.7408690000000",0.11016711055188500
Hi-Cubes,08/2020,"5,256.446647000000",0.5184402431942980
Hi-Cubes,09/2020,"3,494.4528750000000",-0.33520625059623100
Hi-Cubes,10/2020,"2,849.0250020000000",-0.1847006945257490
Hi-Cubes,11/2020,"2,148.124125",-0.24601429489315500
Hi-Cubes,12/2020,"1,713.1721220000000",-0.2024799209403230
Hi-Cubes,01/2021,"2,158.864752",0.2601563639032880
Hi-Cubes,02/2021,"2,013.7073830000000",-0.06723782435445490
Hi-Cubes,03/2021,"2,604.6356080000000",0.2934528770111780
Hi-Cubes,04/2021,"1,466.8358750000000",-0.43683643481848600
Hi-Cubes,05/2021,"1,456.3463200000000",-0.007151144295540610
Hi-Cubes,06/2021,"4,148.625291",1.8486529845456
Hi-Cubes,07/2021,441.60920800000000,-0.8935528814911230
Hi-Cubes,08/2021,649.999564,0.4718886115255100
Hi-Cubes,09/2021,401.889112,-0.381708643730721
Hidden Prairie Farms,09/2018,"3,541.225208",
Hidden Prairie Farms,10/2018,,-1
HIFI Edibles,09/2018,"3,005.577695",
HIFI Edibles,10/2018,"6,270.98976",1.0864507247416200
HIFI Edibles,11/2018,"5,949.984600000000",-0.0511889147144779
HIFI Edibles,12/2018,"7,599.788372000000",0.2772786625363710
HIFI Edibles,01/2019,"3,471.0596770000000",-0.5432689034094060
HIFI Edibles,02/2019,"1,635.4921410000000",-0.5288205063608880
HIFI Edibles,03/2019,"3,364.270455000000",1.0570385944765000
HIFI Edibles,04/2019,"4,084.284546000000",0.21401789797544700
HIFI Edibles,05/2019,"3,242.6453140000000",-0.20606772680034500
HIFI Edibles,06/2019,"2,197.6096000000000",-0.32227876095115800
HIFI Edibles,07/2019,"1,172.9429650000000",-0.46626417858749800
HIFI Edibles,08/2019,"1,333.770809",0.13711480336130400
HIFI Edibles,09/2019,"2,573.2639200000000",0.9293149187522820
HIFI Edibles,10/2019,"2,463.1790200000000",-0.04278026017634470
HIFI Edibles,11/2019,"3,053.3924400000000",0.23961450434893700
HIFI Edibles,12/2019,"1,686.7711640000000",-0.4475747231495730
HIFI Edibles,01/2020,,-1
Higgs,02/2019,246.20311800000000,
Higgs,03/2019,"1,223.888575",3.9710522959339600
Higgs,04/2019,"1,617.983424",0.3220022288385200
Higgs,05/2019,"1,823.286725",0.12688838337567500
Higgs,06/2019,"1,752.593656",-0.038772326936126800
Higgs,07/2019,"1,710.7802270000000",-0.023858028275322900
Higgs,08/2019,"1,763.4793960000000",0.030804172370177800
Higgs,09/2019,"1,969.106304",0.11660295462845300
Higgs,10/2019,"1,022.754767",-0.48059951617523200
Higgs,11/2019,956.3089200000000,-0.06496752608145040
Higgs,12/2019,"1,536.079792",0.6062589816688110
Higgs,01/2020,"1,060.2273890000000",-0.3097836489212790
Higgs,02/2020,"1,895.6692000000000",0.7879836152770810
Higgs,03/2020,"1,671.9545120000000",-0.11801356903409100
Higgs,04/2020,515.7961720000000,-0.6915010735650920
Higgs,05/2020,,-1
Higgs,07/2020,"1,087.9002600000000",
Higgs,08/2020,"1,863.2137400000000",0.7126696338872100
Higgs,09/2020,924.138965,-0.5040080774629760
Higgs,10/2020,620.8431430000000,-0.32819287302748900
Higgs,11/2020,"1,191.6310120000000",0.9193753292367430
Higgs,12/2020,,-1
High 90s,08/2020,375.491304,
High 90s,09/2020,,-1
High 90s,10/2020,330.578818,
High 90s,11/2020,,-1
High Caliber Organics,08/2019,"4,001.312452",
High Caliber Organics,09/2019,"5,675.165754000000",0.4183260672790860
High Caliber Organics,10/2019,"2,607.7569430000000",-0.5404967791183920
High Caliber Organics,11/2019,"1,495.1428800000000",-0.4266555845960220
High Caliber Organics,12/2019,544.433344,-0.6358653401740440
High Caliber Organics,01/2020,"13,341.594495000000",23.50546911211960
High Caliber Organics,02/2020,"18,300.316621000000",0.3716738751022880
High Caliber Organics,03/2020,"24,644.516063000000",0.3466715671312430
High Caliber Organics,04/2020,"22,458.989224000000",-0.08868207569639570
High Caliber Organics,05/2020,"25,181.153357000000",0.12120599488471400
