Brands,Months,ARP,vs. Prior Period
Pinkies,09/2021,14.746737258232800,-0.0665984036141534
Pistil Point,10/2018,8.878447142998300,
Pistil Point,11/2018,13.065761477567500,0.47162688104432900
Pistil Point,12/2018,,-1
Pistil Point,02/2019,10.66427327675770,
Pistil Point,03/2019,,-1
Pistil Point,04/2019,18.402924704436300,
Pistil Point,05/2019,,-1
Pistil Point,10/2019,10.514683723622700,
Pistil Point,11/2019,,-1
Pistil Point,06/2021,10.802438584014000,
Pistil Point,07/2021,11.14046694670460,0.03129185693227180
Pistil Point,08/2021,12.083853854589200,0.08468109212995170
Pistil Point,09/2021,11.401938592191500,-0.056431935589710500
Platinum Vape,09/2018,53.66164619121930,
Platinum Vape,10/2018,50.725232371372900,-0.054720904561570200
Platinum Vape,11/2018,51.23536313046420,0.01005674563216520
Platinum Vape,12/2018,49.20974557217200,-0.039535536288369600
Platinum Vape,01/2019,47.27974954936120,-0.039219792753860700
Platinum Vape,02/2019,47.44825489053790,0.003564006636727710
Platinum Vape,03/2019,43.76847725401450,-0.07755348737298410
Platinum Vape,04/2019,41.60931883196500,-0.049331358034654900
Platinum Vape,05/2019,42.58113576226580,0.023355751970499200
Platinum Vape,06/2019,43.43304736518720,0.020006784405132900
Platinum Vape,07/2019,42.821781369737100,-0.01407375334064240
Platinum Vape,08/2019,42.14259023067420,-0.0158608800787265
Platinum Vape,09/2019,42.126480238740900,-0.00038227341616105100
Platinum Vape,10/2019,39.69817954611680,-0.057643094767526100
Platinum Vape,11/2019,34.60844752587960,-0.12821071591770400
Platinum Vape,12/2019,36.555475762659000,0.05625875692122420
Platinum Vape,01/2020,34.9054697404391,-0.04513704138150960
Platinum Vape,02/2020,34.07713156367970,-0.023730898994313400
Platinum Vape,03/2020,32.2923716056575,-0.0523741252894778
Platinum Vape,04/2020,33.90000250645810,0.04978361206889270
Platinum Vape,05/2020,36.001655905207400,0.061995670895567400
Platinum Vape,06/2020,36.60175931914570,0.0166687725564175
Platinum Vape,07/2020,34.53326120106730,-0.056513625480192300
Platinum Vape,08/2020,33.20793581847200,-0.03837822830802850
Platinum Vape,09/2020,30.158758896177900,-0.09182073041101230
Platinum Vape,10/2020,28.007316132567600,-0.07133724471277630
Platinum Vape,11/2020,25.43789369927800,-0.09174111582586930
Platinum Vape,12/2020,23.28355032561480,-0.08469032063469650
Platinum Vape,01/2021,23.294712210232000,0.0004793892881903960
Platinum Vape,02/2021,24.671612349028600,0.059107840713818800
Platinum Vape,03/2021,24.392840896797600,-0.011299279847917300
Platinum Vape,04/2021,29.306753702611300,0.20144897540240400
Platinum Vape,05/2021,31.513413486994100,0.07529526493363140
Platinum Vape,06/2021,32.34269513674900,0.026315195911642900
Platinum Vape,07/2021,24.678303015961600,-0.2369744416283610
Platinum Vape,08/2021,22.001782950128000,-0.10845640658932100
Platinum Vape,09/2021,22.62083734992980,0.02813655607843470
Plug and Play,09/2018,48.460812384880600,
Plug and Play,10/2018,44.83239542466340,-0.07487321779503010
Plug and Play,11/2018,49.55296717192810,0.10529376587064700
Plug and Play,12/2018,52.57751634599270,0.06103669157833910
Plug and Play,01/2019,50.0231377400063,-0.04858309755784160
Plug and Play,02/2019,53.40782456728730,0.06766242543346340
Plug and Play,03/2019,49.00897727362570,-0.08236334899055250
Plug and Play,04/2019,47.57132551218350,-0.02933445751000940
Plug and Play,05/2019,48.485450314612300,0.019215878317175700
Plug and Play,06/2019,51.52374606243600,0.06266407196610000
Plug and Play,07/2019,48.01753149778890,-0.06805045891652060
Plug and Play,08/2019,48.062721495042100,0.0009411145438662540
Plug and Play,09/2019,47.25856253945790,-0.016731448627333700
Plug and Play,10/2019,49.13750484695450,0.039758769766384700
Plug and Play,11/2019,48.5096240195515,-0.012778036437923200
Plug and Play,12/2019,49.30884563658220,0.016475526932728800
Plug and Play,01/2020,51.11203716754460,0.036569331682439400
Plug and Play,02/2020,49.50641880079990,-0.03141370322379130
Plug and Play,03/2020,50.02905585481100,0.01055695537409150
Plug and Play,04/2020,47.50135382331960,-0.05052467987457340
Plug and Play,05/2020,49.81153646260860,0.04863403783988350
Plug and Play,06/2020,48.49771448157790,-0.02637585736824140
Plug and Play,07/2020,48.91794130740190,0.008664878960094070
Plug and Play,08/2020,48.393463457923300,-0.010721584667327700
Plug and Play,09/2020,49.37416262020070,0.020265116240960500
Plug and Play,10/2020,49.44021681150300,0.0013378290951563500
Plug and Play,11/2020,48.05625656859930,-0.027992600602466200
Plug and Play,12/2020,47.16388212573770,-0.018569370703849200
Plug and Play,01/2021,46.786438429621300,-0.008002812302646500
Plug and Play,02/2021,46.53129672323260,-0.00545332611227574
Plug and Play,03/2021,45.776873820818500,-0.016213236155902200
Plug and Play,04/2021,43.46223509441150,-0.05056349490939580
Plug and Play,05/2021,44.67681898293410,0.027945730031697100
Plug and Play,06/2021,43.66761179236200,-0.022589056552068900
Plug and Play,07/2021,42.944760294000600,-0.01655349282206130
Plug and Play,08/2021,42.73060618156060,-0.004986734376298840
Plug and Play,09/2021,42.36611501917150,-0.008529978742647090
Plugd Industries,09/2018,11.867428504766700,
Plugd Industries,10/2018,9.834073854395830,-0.171339111042815
Plugd Industries,11/2018,18.895,0.9213807298746220
Plugd Industries,12/2018,,-1
Plus Products,09/2018,17.14197339888460,
Plus Products,10/2018,16.744511302639800,-0.02318648425103240
Plus Products,11/2018,16.959348850662900,0.012830326555377400
Plus Products,12/2018,16.53077676813020,-0.02527055055630460
Plus Products,01/2019,16.959337886830700,0.025925044219743000
Plus Products,02/2019,17.042037138054500,0.004876325465985040
Plus Products,03/2019,17.1024610302622,0.0035455791885832000
Plus Products,04/2019,16.31014930616190,-0.04632735152551340
Plus Products,05/2019,16.24362321683910,-0.004078815470907780
Plus Products,06/2019,16.934107245316300,0.0425080057115256
Plus Products,07/2019,16.883339857989900,-0.0029979370386023900
Plus Products,08/2019,16.976546772889300,0.005520644356114780
Plus Products,09/2019,16.95472859079560,-0.001285195533906250
Plus Products,10/2019,16.992536902705000,0.0022299567761821000
Plus Products,11/2019,16.669133295197600,-0.019032096817511500
Plus Products,12/2019,16.470810396196700,-0.011897613120537700
Plus Products,01/2020,16.722979288198000,0.015310047650089800
Plus Products,02/2020,16.51489770981690,-0.012442853321477900
Plus Products,03/2020,16.604676223707000,0.005436213742746750
Plus Products,04/2020,15.970867239640000,-0.038170511458823000
Plus Products,05/2020,17.043007258484800,0.06713098310552510
Plus Products,06/2020,17.076538539135800,0.0019674509399893500
Plus Products,07/2020,17.68296397942940,0.03551219931977520
Plus Products,08/2020,17.83105160804510,0.008374593127487650
Plus Products,09/2020,18.207746510838800,0.02112578164620020
Plus Products,10/2020,18.117689458007600,-0.004946084501866900
Plus Products,11/2020,17.56137186377960,-0.03070576938176380
Plus Products,12/2020,17.89374191151300,0.01892620065855110
Plus Products,01/2021,17.86106530285060,-0.0018261473102723400
Plus Products,02/2021,17.708286554273400,-0.00855373103376952
Plus Products,03/2021,16.86334252625360,-0.047714612333053900
Plus Products,04/2021,17.88200391302830,0.06040684906855420
Plus Products,05/2021,18.10215028336090,0.01231105704949590
Plus Products,06/2021,18.00139609711830,-0.005565868400466850
Plus Products,07/2021,17.62840779101490,-0.020719965501070600
Plus Products,08/2021,17.7107016315469,0.004668251467043070
Plus Products,09/2021,17.770452024442700,0.003373688639721290
Podtones,03/2021,40.158171867306000,
Podtones,04/2021,38.66000129790810,-0.037306742307599900
Podtones,05/2021,39.87529114878670,0.031435328765608600
Podtones,06/2021,39.66836259044920,-0.005189393039549140
Podtones,07/2021,40.035532045184100,0.009255977074870160
Podtones,08/2021,38.44032044286510,-0.03984489579203420
Podtones,09/2021,40.45191263142480,0.052330265861066900
Poetry,09/2018,9.261099964872420,
Poetry,10/2018,,-1
Pop-Up Potcorn,10/2018,9.038953125638650,
Pop-Up Potcorn,11/2018,8.970831664692400,-0.007536432593397070
Pop-Up Potcorn,12/2018,8.573749798736420,-0.04426366258981650
Pop-Up Potcorn,01/2019,9.196213482940680,0.0726011020634165
Pop-Up Potcorn,02/2019,8.468200004009630,-0.0791644822384281
Pop-Up Potcorn,03/2019,9.031345794770130,0.06650123881035610
Pop-Up Potcorn,04/2019,9.15307688629039,0.013478732216272100
Pop-Up Potcorn,05/2019,8.861904019554140,-0.03181147392876980
Pop-Up Potcorn,06/2019,9.190339291106880,0.0370614792067293
Pop-Up Potcorn,07/2019,9.141008891532570,-0.005367636385528990
Pop-Up Potcorn,08/2019,9.004260651003870,-0.0149598629813585
Pop-Up Potcorn,09/2019,7.835492526792770,-0.1298016760632980
Pop-Up Potcorn,10/2019,8.058573057220700,0.028470517924066000
Pop-Up Potcorn,11/2019,8.52622520248046,0.05803163189551610
Pop-Up Potcorn,12/2019,8.999765252836520,0.05553923795237090
Pop-Up Potcorn,01/2020,8.810856792842710,-0.020990376380569500
Pop-Up Potcorn,02/2020,9.071791927929260,0.02961518286150190
Pop-Up Potcorn,03/2020,9.299981648015000,0.025153764757678500
Pop-Up Potcorn,04/2020,9.386726982182850,0.009327473693066200
Pop-Up Potcorn,05/2020,9.705769800589210,0.03398871822009270
Pop-Up Potcorn,06/2020,9.586237973856060,-0.012315543144851300
Pop-Up Potcorn,07/2020,9.490353380750300,-0.010002317214245500
Pop-Up Potcorn,08/2020,10.322281369308600,0.08766038051287890
Pop-Up Potcorn,09/2020,12.388749170083600,0.20019487231953300
Pop-Up Potcorn,10/2020,12.319358133179500,-0.005601133411571110
Pop-Up Potcorn,11/2020,12.507088856956500,0.015238677352147400
Pop-Up Potcorn,12/2020,12.703323485318500,0.015689872408068300
Pop-Up Potcorn,01/2021,13.815067442402100,0.08751599204479230
Pop-Up Potcorn,02/2021,13.757737514573000,-0.0041498116508024400
Pop-Up Potcorn,03/2021,11.921961764492700,-0.13343587549447800
Pop-Up Potcorn,04/2021,10.77902773189610,-0.09586794985374780
Pop-Up Potcorn,05/2021,12.352394666022300,0.1459655706674320
Pop-Up Potcorn,06/2021,9.40153290507182,-0.23888985421324200
Pop-Up Potcorn,07/2021,9.686552812969470,0.030316322963024000
Pop-Up Potcorn,08/2021,10.835664468467000,0.11862957624708100
Pop-Up Potcorn,09/2021,13.648458566464200,0.25958667381984400
Popcorn Nugs,09/2020,6.7767656754143000,
Popcorn Nugs,10/2020,7.821263541326600,0.1541292581063670
Popcorn Nugs,11/2020,,-1
Popcorn Nugs,03/2021,3.4472731073736800,
Popcorn Nugs,04/2021,,-1
Popcorn Nugs,06/2021,5.548637599319670,
Popcorn Nugs,07/2021,,-1
Poseidon Estate,06/2019,16.29341243439160,
Poseidon Estate,07/2019,10.261873170215700,-0.37018269122340400
Poseidon Estate,08/2019,16.33889084172060,0.5921938003622030
Poseidon Estate,09/2019,,-1
Poseidon Estate,11/2019,15.14661477087010,
Poseidon Estate,12/2019,12.127158138644200,-0.1993486120762040
Poseidon Estate,01/2020,14.372262055040300,0.1851302581139710
Poseidon Estate,02/2020,11.68236354628860,-0.1871590219027740
Poseidon Estate,03/2020,12.9943607138757,0.11230579859876600
Poseidon Estate,04/2020,,-1
Pot Deli,09/2018,9.210087671230440,
Pot Deli,10/2018,13.00760973889980,0.41232203245270800
Pot Deli,11/2018,8.623734440832400,-0.33702389494030200
Pot Deli,12/2018,10.382335261410200,0.20392566963229500
Pot Deli,01/2019,12.551816374834400,0.2089588766688940
Pot Deli,02/2019,11.789837151614600,-0.060706689810048
Pot Deli,03/2019,,-1
Pot Farmer Sal,11/2018,5.749284656136260,
Pot Farmer Sal,12/2018,,-1
Pot Farmer Sal,02/2020,13.67197899532690,
Pot Farmer Sal,03/2020,12.727878162838300,-0.06905370706108110
Pot Farmer Sal,04/2020,23.790560409565000,0.8691694016231640
Pot Farmer Sal,05/2020,,-1
Pot Pies,06/2020,12.609347231639600,
Pot Pies,07/2020,10.962401391834400,-0.13061309277554600
Pot Pies,08/2020,9.519182353061110,-0.13165172366779700
Pot Pies,09/2020,10.387579766965900,0.09122605090399490
Pot Pies,10/2020,10.88748434388970,0.04812522147974910
Pot Pies,11/2020,13.241649841872400,0.2162267631001380
Pot Pies,12/2020,,-1
Potli,09/2018,61.92000004416550,
Potli,10/2018,,-1
Potli,11/2018,55.12300000000000,
Potli,12/2018,51.45729061242020,-0.06650054219799070
Potli,01/2019,55.78826090247070,0.0841663103227052
Potli,02/2019,58.913500008558000,0.05601965459276100
Potli,03/2019,54.94285715540500,-0.06739784349217420
Potli,04/2019,32.20192308719230,-0.4139015560091890
Potli,05/2019,45.884615391471100,0.42490295586479800
Potli,06/2019,30.75896551887330,-0.32964534503670200
Potli,07/2019,33.87483870539270,0.10129967422368400
Potli,08/2019,29.653833333798400,-0.12460591792935400
Potli,09/2019,37.119999960535000,0.2517774529415380
Potli,10/2019,28.014697271262900,-0.24529371495023300
Potli,11/2019,28.705981524585000,0.02467577095795280
Potli,12/2019,32.448823534736200,0.13038543924881200
Potli,01/2020,25.346385753361400,-0.2188812107092790
Potli,02/2020,20.93310168624950,-0.17411887083454000
Potli,03/2020,26.077901368260400,0.2457734051609990
Potli,04/2020,23.623903703438100,-0.09410257482640440
Potli,05/2020,20.834575720051600,-0.11807227198359200
Potli,06/2020,30.26257729863390,0.4525170901132680
Potli,07/2020,28.867525225244800,-0.04609825725094550
Potli,08/2020,28.69760796304820,-0.00588610422510275
Potli,09/2020,25.943167703406500,-0.09598152790952010
Potli,10/2020,26.63679621461030,0.026736461758782100
Potli,11/2020,28.345954589227600,0.06416531330745750
Potli,12/2020,24.564704279387300,-0.13339647101803200
Potli,01/2021,28.75115164502260,0.1704253109673410
Potli,02/2021,29.443662065580700,0.02408635414358940
Potli,03/2021,27.57999958401740,-0.0632958793445031
Potli,04/2021,20.70452530527660,-0.24929203707185900
Potli,05/2021,17.750122350074000,-0.14269358566021800
Potli,06/2021,23.23208954481340,0.30884109340894300
Potli,07/2021,21.92872966747800,-0.05610170685771860
Potli,08/2021,20.998285971089600,-0.0424303509823588
Potli,09/2021,21.87275980565630,0.04164501025324580
Potters Cannabis Co,09/2018,43.827666125760600,
Potters Cannabis Co,10/2018,44.33501790223100,0.01157606191063330
Potters Cannabis Co,11/2018,46.91417584048310,0.05817428435327950
Potters Cannabis Co,12/2018,45.99084976171110,-0.01968117444738860
Potters Cannabis Co,01/2019,46.49078600174110,0.010870341440097000
Potters Cannabis Co,02/2019,45.49191387777520,-0.021485378283958600
Potters Cannabis Co,03/2019,45.527618835189700,0.0007848638224040750
Potters Cannabis Co,04/2019,44.827918811677300,-0.015368693584555100
Potters Cannabis Co,05/2019,44.90453056893930,0.0017090188278385000
Potters Cannabis Co,06/2019,45.93581560149410,0.022966168880701100
Potters Cannabis Co,07/2019,39.33892882217150,-0.14361096440634600
Potters Cannabis Co,08/2019,40.086990173783200,0.01901580378543860
Potters Cannabis Co,09/2019,43.20260320307620,0.07772130099531800
Potters Cannabis Co,10/2019,35.146090438793200,-0.1864821137377500
Potters Cannabis Co,11/2019,26.517487937818300,-0.24550675176806900
Potters Cannabis Co,12/2019,31.992551067673600,0.2064699017755350
Potters Cannabis Co,01/2020,37.65339030598730,0.17694241469957800
Potters Cannabis Co,02/2020,39.06725951345280,0.03754958573386900
Potters Cannabis Co,03/2020,36.28363675959290,-0.07125206089517020
Potters Cannabis Co,04/2020,44.290217753834800,0.22066644110930000
Potters Cannabis Co,05/2020,40.46076030278390,-0.08646282735242000
Potters Cannabis Co,06/2020,33.734883896332300,-0.16623208155554100
Potters Cannabis Co,07/2020,42.780699096468100,0.2681442517464620
Potters Cannabis Co,08/2020,39.20829501429170,-0.08350504217149020
Potters Cannabis Co,09/2020,37.62025808282870,-0.040502575561731100
Potters Cannabis Co,10/2020,37.068670135536800,-0.014661992644428100
Potters Cannabis Co,11/2020,34.8204992156152,-0.060648815069476700
Potters Cannabis Co,12/2020,37.60358560188600,0.07992666529670880
Potters Cannabis Co,01/2021,31.921637104975800,-0.15110124223433700
Potters Cannabis Co,02/2021,32.5626411128818,0.02008054930886010
Potters Cannabis Co,03/2021,28.61280328948550,-0.12129967620574200
Potters Cannabis Co,04/2021,32.192652843694800,0.12511355556429800
Potters Cannabis Co,05/2021,31.942996250229900,-0.007755079852445250
Potters Cannabis Co,06/2021,32.736826649294000,0.02485146956301470
Potters Cannabis Co,07/2021,29.074877131755300,-0.11186024707796900
Potters Cannabis Co,08/2021,28.192363914636300,-0.030353119399948800
Potters Cannabis Co,09/2021,27.677265413222300,-0.018270851744595000
Power Farms,07/2020,6.104002015356580,
Power Farms,08/2020,5.2756144618332100,-0.13571220183730100
Power Farms,09/2020,5.645777295220840,0.07016487578188260
Power Farms,10/2020,4.913115014329340,-0.1297717289542570
Power Farms,11/2020,5.0905900674210500,0.03612271493219540
Power Farms,12/2020,,-1
Power Flower,01/2019,4.601406699272150,
Power Flower,02/2019,6.911717758062000,0.5020879939074490
Power Flower,03/2019,7.034431395171860,0.017754434050308700
Power Flower,04/2019,7.733293296716320,0.09934874082703000
Power Flower,05/2019,7.0373591952131900,-0.0899919445443295
Power Flower,06/2019,6.857900414927750,-0.025500869759142300
Power Flower,07/2019,6.746785341827490,-0.016202491488268400
Power Flower,08/2019,5.588613096984470,-0.17166282698558600
Power Flower,09/2019,,-1
Praise Cannabis,02/2020,11.441934812765200,
Praise Cannabis,03/2020,11.38168731506450,-0.005265499121134530
Praise Cannabis,04/2020,11.350817447259000,-0.002712240017752670
Praise Cannabis,05/2020,10.62266543266370,-0.06414974234046640
Praise Cannabis,06/2020,10.381295838384100,-0.022722130882275300
Praise Cannabis,07/2020,9.865618194896090,-0.04967372585427050
Praise Cannabis,08/2020,,-1
Praise Cannabis,11/2020,12.487617245479300,
Praise Cannabis,12/2020,12.576533890413700,0.007120385193301490
Praise Cannabis,01/2021,12.460502629657000,-0.009226012649246910
Praise Cannabis,02/2021,12.791760233170200,0.026584610056157300
Praise Cannabis,03/2021,10.918505268792100,-0.14644231366380600
Praise Cannabis,04/2021,9.373727954414580,-0.14148249017133100
Praise Cannabis,05/2021,9.939913336108340,0.06040130292314680
Praise Cannabis,06/2021,11.015295687596900,0.10818830256618200
Praise Cannabis,07/2021,11.754155108850400,0.06707576829603720
Praise Cannabis,08/2021,12.158529537086100,0.034402679264558800
Praise Cannabis,09/2021,10.853629249268300,-0.1073238572014460
Prana (CA),09/2018,42.50913780903690,
Prana (CA),10/2018,44.495911742534900,0.04673757304660390
Prana (CA),11/2018,41.90859823766860,-0.058147218554307200
Prana (CA),12/2018,43.10601985140580,0.028572218210364800
Prana (CA),01/2019,45.63685354076070,0.058711838812285500
Prana (CA),02/2019,44.99069797990510,-0.014158635197722900
Prana (CA),03/2019,46.59592383025510,0.035679060837574300
Prana (CA),04/2019,49.21114511994850,0.056125537916587900
Prana (CA),05/2019,48.39387287491840,-0.016607462456687800
Prana (CA),06/2019,49.30417756183800,0.018810329342154800
Prana (CA),07/2019,46.57879695971660,-0.05527686976835100
Prana (CA),08/2019,49.898931783756400,0.07127996085668020
Prana (CA),09/2019,48.18732050463570,-0.03430156153518990
Prana (CA),10/2019,34.59876544458450,-0.2819944109310660
Prana (CA),11/2019,30.129065946885900,-0.12918667589043100
Prana (CA),12/2019,38.04390013361540,0.26269762895014600
Prana (CA),01/2020,46.9726859424374,0.2346969100818490
Prana (CA),02/2020,47.16807339649050,0.004159597224066840
Prana (CA),03/2020,42.22185612886870,-0.10486366967004100
Prana (CA),04/2020,39.08103575853090,-0.0743884958716982
Prana (CA),05/2020,36.07686149072400,-0.07687038507292170
Prana (CA),06/2020,33.902777732605900,-0.06026255245836970
Prana (CA),07/2020,30.687028284576800,-0.09485209363645640
Prana (CA),08/2020,,-1
Prana (CA),09/2020,27.97826086956520,
Prana (CA),10/2020,15.333333333333300,-0.451955451955452
Prana (CA),11/2020,,-1
Prana (CA),12/2020,35.75972223786750,
Prana (CA),01/2021,51.807695184681200,0.4487723042160480
Prana (CA),02/2021,37.864999936246900,-0.26912402103070100
Prana (CA),03/2021,19.628571464137100,-0.48161702106996900
Prana (CA),04/2021,35.01096749535580,0.7836737410729760
Prana (CA),05/2021,,-1
Prana (CA),06/2021,14.116666690554100,
Prana (CA),07/2021,,-1
Pre Rolled,09/2018,10.660767163568900,
Pre Rolled,10/2018,9.966790973729080,-0.06509627113997580
Pre Rolled,11/2018,10.526485276773100,0.05615591864214450
Pre Rolled,12/2018,10.710241707552000,0.017456579850486500
Pre Rolled,01/2019,10.558749764606700,-0.014144586749944800
Pre Rolled,02/2019,10.485049905907900,-0.006979979670113160
Pre Rolled,03/2019,10.44328453475460,-0.003983325928641370
Pre Rolled,04/2019,10.081262349920400,-0.03466554833676890
Pre Rolled,05/2019,10.2454216140095,0.01628360203227440
Pre Rolled,06/2019,10.046957096932300,-0.019371044409318400
Pre Rolled,07/2019,10.626070189134400,0.057640645482493800
Pre Rolled,08/2019,10.61038733009230,-0.0014758851356118900
Pre Rolled,09/2019,9.90693737027446,-0.06629823567541160
Pre Rolled,10/2019,9.798779502493850,-0.010917386851070400
Pre Rolled,11/2019,9.805459011361940,0.0006816674328057340
Pre Rolled,12/2019,8.710210816541630,-0.11169779951669900
Pre Rolled,01/2020,8.822008394983690,0.012835232211572400
Pre Rolled,02/2020,8.948713290800300,0.01436236400417150
Pre Rolled,03/2020,9.518029445168320,0.06361988990677570
Pre Rolled,04/2020,9.561611393428540,0.0045788835295472900
Pre Rolled,05/2020,9.22992768623502,-0.034689101402037700
Pre Rolled,06/2020,8.900554287168480,-0.03568537157205960
Pre Rolled,07/2020,8.728497508924360,-0.019331018349292300
Pre Rolled,08/2020,9.820746958259660,0.12513602120164900
Pre Rolled,09/2020,9.135657581849910,-0.06975939603387860
Pre Rolled,10/2020,9.058644876114660,-0.008429902833514320
Pre Rolled,11/2020,8.91676956116997,-0.01566186961570600
Pre Rolled,12/2020,8.568355524725510,-0.03907402047953650
Pre Rolled,01/2021,8.991895048621140,0.049430666441586200
Pre Rolled,02/2021,8.67520908683199,-0.0352190456045979
Pre Rolled,03/2021,9.102769581386520,0.04928532445442980
Pre Rolled,04/2021,8.907108892963240,-0.021494632669091100
Pre Rolled,05/2021,9.523214013657500,0.06917004474717850
Pre Rolled,06/2021,9.386413440383230,-0.014364958414048100
Pre Rolled,07/2021,9.636208536866420,0.026612411446579900
Pre Rolled,08/2021,9.036831518055180,-0.06220050308356490
Pre Rolled,09/2021,9.46730245838405,0.04763516277456380
Preferred Gardens,06/2021,10.703433536049400,
Preferred Gardens,07/2021,9.215041981265280,-0.1390573921696460
Preferred Gardens,08/2021,9.481701985727070,0.028937470388515500
Preferred Gardens,09/2021,8.478670650758990,-0.105786000918185
Presidential Rx,12/2018,15.698203117929900,
Presidential Rx,01/2019,15.038888874177600,-0.04199934468928180
Presidential Rx,02/2019,18.106469506662400,0.20397654761263400
Presidential Rx,03/2019,17.750244361274700,-0.01967391518576460
Presidential Rx,04/2019,17.143255744906300,-0.03419607099565400
Presidential Rx,05/2019,16.81773596650290,-0.01898821223035030
Presidential Rx,06/2019,18.641103024532600,0.10841929387294100
Presidential Rx,07/2019,22.905762772322300,0.2287772210784510
Presidential Rx,08/2019,19.96882997609770,-0.1282180744390430
Presidential Rx,09/2019,20.75016146263070,0.039127554667362100
Presidential Rx,10/2019,20.21407169827840,-0.025835450259879300
Presidential Rx,11/2019,20.087216756552200,-0.006275575926498080
Presidential Rx,12/2019,20.22799801598860,0.007008500039733080
Presidential Rx,01/2020,19.501723525948500,-0.03590441770194280
Presidential Rx,02/2020,20.3616195592042,0.044093335243500900
Presidential Rx,03/2020,21.18232090177070,0.040306289987406300
Presidential Rx,04/2020,20.37613586534240,-0.03805933448779820
Presidential Rx,05/2020,21.076582090622700,0.034375812465586300
Presidential Rx,06/2020,21.644847975775400,0.02696195629392840
Presidential Rx,07/2020,21.382670241154900,-0.012112708526019700
Presidential Rx,08/2020,21.50992668728960,0.005951382343715420
Presidential Rx,09/2020,21.331819004918900,-0.008280255203096060
Presidential Rx,10/2020,19.900490554767800,-0.06709828401511700
Presidential Rx,11/2020,20.1446714740878,0.012270095485736800
Presidential Rx,12/2020,21.1126858099588,0.04805312100106290
Presidential Rx,01/2021,19.487779058451200,-0.07696352639042930
Presidential Rx,02/2021,19.02099645917530,-0.023952580634041000
Presidential Rx,03/2021,19.336456249631500,0.016584819367022400
Presidential Rx,04/2021,18.67742970914080,-0.034082074397845900
Presidential Rx,05/2021,18.508129374439400,-0.009064434311245260
Presidential Rx,06/2021,19.04357974234810,0.028930550304461700
Presidential Rx,07/2021,18.21027089193880,-0.043757994121047600
Presidential Rx,08/2021,18.190661591392100,-0.0010768264054400000
Presidential Rx,09/2021,18.095062707647200,-0.005255382453496120
Pressies,08/2019,2.4329411813719900,
Pressies,09/2019,1.4604651175466500,-0.3997121144034150
Pressies,10/2019,,-1
Pressies,03/2020,19.048195830043000,
Pressies,04/2020,19.64999999926200,0.03159376219084490
Pressies,05/2020,18.72612274810300,-0.04701665400476820
Pressies,06/2020,,-1
Pressies,08/2020,19.637499994207600,
Pressies,09/2020,,-1
Pressies,06/2021,8.590328947731310,
Pressies,07/2021,,-1
Pride Wellness,02/2020,15.702521789718800,
Pride Wellness,03/2020,15.109946543037300,-0.03773758474065510
Pride Wellness,04/2020,14.846131272084200,-0.017459709086445100
Pride Wellness,05/2020,16.089495552752900,0.0837500529856367
Pride Wellness,06/2020,14.399586516156500,-0.10503182222560500
Pride Wellness,07/2020,13.52083052246780,-0.0610264741076246
Pride Wellness,08/2020,13.02552538872930,-0.036632744779648900
Pride Wellness,09/2020,13.088488775001200,0.004833846189904420
Pride Wellness,10/2020,11.612086554778500,-0.1128015805035120
Pride Wellness,11/2020,8.336727843833500,-0.2820646139256680
Pride Wellness,12/2020,12.179127308258300,0.46090019206599300
Pride Wellness,01/2021,12.205249893671900,0.002144865124770880
Pride Wellness,02/2021,12.122017509176200,-0.006819392082980690
Pride Wellness,03/2021,12.635364409623200,0.042348305474601100
Pride Wellness,04/2021,13.012449061765200,0.029843591361301600
Pride Wellness,05/2021,,-1
Primacan,09/2018,23.66178854067720,
Primacan,10/2018,23.000055705153400,-0.0279663067052681
Primacan,11/2018,20.606076245225700,-0.1040858113831150
Primacan,12/2018,21.738455239153200,0.054953644762423400
Primacan,01/2019,24.012221162637100,0.10459648114225800
Primacan,02/2019,25.531236841777500,0.06326010696186800
Primacan,03/2019,23.355871668704700,-0.0852040653789719
Primacan,04/2019,26.397234358811300,0.13021833366989400
Primacan,05/2019,28.949047623942400,0.09666972041255810
Primacan,06/2019,29.660666668608200,0.024581777401106400
Primacan,07/2019,37.77142856643500,0.273451773301205
Primacan,08/2019,36.9356000423608,-0.02212859179006470
Primacan,09/2019,38.63142857551460,0.04591311718799300
Primacan,10/2019,,-1
Primacan,11/2019,35.59714286302860,
Primacan,12/2019,35.20000002057190,-0.011156593212687700
Primacan,01/2020,,-1
Princezz Farms,06/2019,7.96976388177706,
Princezz Farms,07/2019,,-1
Priv Beverage Co.,03/2021,18.85281819290820,
Priv Beverage Co.,04/2021,19.177444457310600,0.017218978143253700
Priv Beverage Co.,05/2021,,-1
Priv Beverage Co.,06/2021,19.596006274758500,
Priv Beverage Co.,07/2021,21.158266033919300,0.07972337512328780
Priv Beverage Co.,08/2021,20.585623916421000,-0.027064699752820600
Priv Beverage Co.,09/2021,20.784544443941200,0.009663079842897510
Private Label,09/2018,6.347961581956160,
Private Label,10/2018,6.628011001062990,0.04411643257307300
Private Label,11/2018,6.650745071756050,0.0034299989377535000
Private Label,12/2018,5.6946573788681700,-0.14375647879635700
Private Label,01/2019,4.6818759124980300,-0.17784765596757200
Private Label,02/2019,4.967628952956090,0.06103387740270010
Private Label,03/2019,4.531441808209960,-0.08780590275096360
Private Label,04/2019,4.597475934705210,0.014572431753534100
