Months,Brand,Total Sales ($)
02/2020,CRU Cannabis,"1,472,931.972994"
02/2020,Cuba Libre,"7,283.552953"
02/2020,Cue,"5,548.009966"
02/2020,Cyclone,"1,939.3560130000000"
02/2020,Cypress Cannabis,"572,975.022855"
02/2020,Dabblicious (CA),"28,915.919830000000"
02/2020,Dark Heart Nursery,"286,314.40582500000"
02/2020,Day Dreamers Chocolate,"171,722.716646"
02/2020,Decibel Gardens,"254,747.85247000000"
02/2020,Defonce,"81,573.69894200000"
02/2020,Delta 9,"13,775.411026000000"
02/2020,Dime Bag (CA),"1,930,028.9592050000"
02/2020,Dip n' Dabs,"66,118.42227500000"
02/2020,District Edibles,"272,542.04961600000"
02/2020,Dixie,"226,169.534299"
02/2020,DocGreen's,"62,399.895506"
02/2020,Dollar Dose,"38,868.14245"
02/2020,Dolo Rolling Co.,"10,143.189842"
02/2020,Dom Pen,"433,376.0836340000"
02/2020,Dosist,"1,095,668.623824"
02/2020,Doug's Varin,"15,392.421599000000"
02/2020,Dr. Delights,"2,162.863773"
02/2020,Dr. Kerklaan Therapeutics,"36,281.123009000000"
02/2020,Dr. Norm's,"55,970.622544"
02/2020,Dr. Raw Organics,"263,856.262555"
02/2020,Dreamt,"7,551.681656000000"
02/2020,Drivn,"270,040.96794900000"
02/2020,Eden Extracts,"165,972.469407"
02/2020,Edi Pure,204.06879
02/2020,Edibles,"355,661.5060690000"
02/2020,Eel River Organics,"251,093.2500710000"
02/2020,Eighth Brother,"750,612.2181750000"
02/2020,Elefante,"20,787.785487000000"
02/2020,Elements,"9,333.808258000000"
02/2020,Elyon Cannabis,"1,261,147.2180260000"
02/2020,Ember Valley,"2,001,793.4358250000"
02/2020,Emerald Bay Extracts,"58,235.48362200000"
02/2020,Emerald Family Farms,"26,483.018805000000"
02/2020,Emerald Grown,"168,690.86097700000"
02/2020,Emerald Sky,"413,510.5136460000"
02/2020,Empire Cannabis Company,"10,730.860061"
02/2020,Empress,"18,916.709014"
02/2020,Enjoyable Edibles,"112,587.65598600000"
02/2020,Equilibrium Genetics,"31,443.98679000000"
02/2020,Errl Hill,"5,786.450141"
02/2020,Ervana,"111,445.59998200000"
02/2020,Eureka Vapor,"3,508.682749"
02/2020,Exotic Genetix,"168,234.190128"
02/2020,Exxus Vape,"4,727.1772010000000"
02/2020,Eyce LLC.,"8,346.940007000000"
02/2020,Fade Company,"214,314.65137600000"
02/2020,Farmaceuticals Company,"44,141.03692800000"
02/2020,Farmacy Phactory,"6,121.176404"
02/2020,Farmer Max,"30,805.252758000000"
02/2020,Fiddler's Greens,"106,697.869586"
02/2020,Field Extracts,"647,452.9461140000"
02/2020,Fields Family Farmz,"149,533.820452"
02/2020,Fig Farms,"436,798.12227100000"
02/2020,Fiori,"25,033.040666"
02/2020,Fire Cut LLC,"79,512.422678"
02/2020,Fire King,"18,022.437953"
02/2020,Five Star Extracts,"41,376.98820400000"
02/2020,Flav,"329,671.5439940000"
02/2020,Flavor,"370,607.72300400000"
02/2020,Flor Pure Flower,"8,896.163658000000"
02/2020,FloraCal Farms,"566,171.605711"
02/2020,Floracy,"15,097.820376"
02/2020,Flow Kana,"2,814,081.294424000"
02/2020,Flower,"25,128,494.975786000"
02/2020,Flower by Edie Parker,"19,508.196108000000"
02/2020,Flwr,"23,412.56812"
02/2020,Focus Concentrates,"41,177.868944000000"
02/2020,Fog City Farms,"92,035.11011900000"
02/2020,Forbidden Flowers,"164,659.06039800000"
02/2020,Foria,"101,096.882622"
02/2020,Formula 420,"1,684.5305140000000"
02/2020,Foxworthy Farms,"188,264.60995200000"
02/2020,Free Cannabis Co,"32,215.47618"
02/2020,Fresh Baked (CA),"43,882.67997800000"
02/2020,Friendly Farms,"546,439.7022110000"
02/2020,Frost Los Angeles,"198,632.21974700000"
02/2020,Fruit Slabs,"41,308.68870200000"
02/2020,Fully Melted,"5,824.633185000000"
02/2020,Fun Uncle,"986,028.4084780000"
02/2020,Ganja Gold,"978,557.222902"
02/2020,Garden Society,"133,950.30236700000"
02/2020,Gas Cannabis Company,"154,721.46790400000"
02/2020,Gas House (CA),"91,421.10872700000"
02/2020,Genius Products,"52,254.010834"
02/2020,Get Zen,"72,787.13067700000"
02/2020,Ghost Vapes,"3,841.0523250000000"
02/2020,Gilt,"3,886.407631"
02/2020,Glass House Farms,"211,814.56709"
02/2020,Gold Coast Distribution,"8,005.148594"
02/2020,Gold Coast Gardens,"32,034.237732000000"
02/2020,Gold Drop,"247,543.59152800000"
02/2020,Gold Flora,"198,222.46032100000"
02/2020,Gold Seal Farms,"363,924.627667"
02/2020,Golden Barn,"15,245.161223000000"
02/2020,Goldenseed,"4,408.780554"
02/2020,Good Flower,"1,214,048.1206560000"
02/2020,Good Stuff Beverage Co,"61,391.186992"
02/2020,Graham's Brand,"20,717.110728"
02/2020,Grav Labs,"41,137.644471"
02/2020,Green Bee,"4,028.4458620000000"
02/2020,Green Dragon Farms (CA),"58,423.65217600000"
02/2020,Green Revolution,"8,949.508322"
02/2020,Greenline Organic Nurseries,"83,382.09262300000"
02/2020,Greenshock Farms,"11,686.215418"
02/2020,Grenco Science,"5,833.311654000000"
02/2020,Grizzly Peak Farms (CA),"642,860.991314"
02/2020,Guild Extracts,"282,204.40752"
02/2020,Gummi Cares,"31,726.027116000000"
02/2020,Habit,"32,128.329391"
02/2020,Half Lit,"16,837.26415"
02/2020,Happy Sac,"8,945.218345000000"
02/2020,Happy Sticks,"287,786.52867"
02/2020,Hash Bone,"160,287.74814100000"
02/2020,HeadStash Cannabis,"164,081.70527800000"
02/2020,HeadStash Cultivators,"12,513.611584000000"
02/2020,Heady Flower Company,"14,992.182456000000"
02/2020,Heavenly Sweet Medibles,"126,862.36836000000"
02/2020,Heavy Hitters,"3,914,375.384757"
02/2020,Helios,"8,504.496064"
02/2020,Hella Dank,"110,097.662999"
02/2020,Hello Again,"4,669.033165"
02/2020,Henry's Original,"1,856,185.503983000"
02/2020,Her Highness,"11,309.592296"
02/2020,Hi,"80,002.85769400000"
02/2020,Higgs,"73,465.40000700000"
02/2020,High Caliber Organics,"160,703.705257"
02/2020,High Garden,"868,889.4955660000"
02/2020,High Grade Farms,"13,567.541131000000"
02/2020,High Hemp Herbal Wraps,"13,610.673644000000"
02/2020,High Season,"20,259.338671000000"
02/2020,High Style,"6,889.842398000000"
02/2020,High Voltage Farms,"19,605.932404"
02/2020,Higher Veda,"1,207.019971"
02/2020,Highrize,"174,853.270595"
02/2020,Himalaya,"971,275.377664"
02/2020,Hollister Cannabis Co,"12,463.220871"
02/2020,Holy Smokes,"10,655.796653000000"
02/2020,Honey Pot,"20,101.901411000000"
02/2020,Honey Vape,"45,742.748930000000"
02/2020,HoneyButter,"75,590.13683100000"
02/2020,Honeydew Farms,"415,820.5050060000"
02/2020,HoneyLeaf,"300,379.2806570000"
02/2020,Hot Nife,"25,135.016231000000"
02/2020,Hotbox,"56,627.869759000000"
02/2020,House Weed,"521,976.6316390000"
02/2020,Hud's Buds,"9,295.460913000000"
02/2020,Humble Cannabis Company,"38,506.25606"
02/2020,Humble Flower Company,"64,136.297007"
02/2020,Humboldt Apothecary,"164,654.83212900000"
02/2020,Humboldt Brothers,"31,052.268014"
02/2020,Humboldt County Indoor,"902,858.0443080000"
02/2020,Humboldt Farms,"2,116,359.9359630000"
02/2020,Humboldt Growers Network,"124,686.04404300000"
02/2020,Humboldt Harvest,"5,386.158975"
02/2020,Humboldt Kingz,"7,400.130443"
02/2020,Humboldt Seed Company,"304,143.24585"
02/2020,Humboldt Terp Council,"19,119.925612"
02/2020,Humboldt Trees,"193,280.737185"
02/2020,Humboldt's Finest,"415,768.2082200000"
02/2020,Hush,"38,393.88160400000"
02/2020,I-Tal,980.132879
02/2020,IC Collective,"364,462.83459800000"
02/2020,Ignite Cannabis Company,845.9423820000000
02/2020,iKrusher,"18,890.658835"
02/2020,Imperial Extracts,"36,706.65491900000"
02/2020,Infused Pre Roll,"357,020.23073400000"
02/2020,Inhalence,"12,635.91434"
02/2020,Iron Tree,"34,274.905195"
02/2020,Island Cannabis Company,"896,413.2957770000"
02/2020,Jade Nectar,"367,538.8210820000"
02/2020,Jahlibyrd,"237,295.262385"
02/2020,James Henry SF,"3,381.581282"
02/2020,Jayden's Juice,"72,953.04606400000"
02/2020,Jeeter,"784,790.851175"
02/2020,JEF,"68,021.582977"
02/2020,Jefe,"8,210.332852"
02/2020,Jetty Extracts,"3,176,602.973005"
02/2020,Joiant,"19,397.592825"
02/2020,Josh D,"127,997.83983800000"
02/2020,Juicy Jay's,"1,224.9956140000000"
02/2020,Juna,"34,671.789668"
02/2020,Juniper,"121,270.02035400000"
02/2020,Kaizen Medicinals,"225,234.17232500000"
02/2020,Kalya Extracts,"83,605.798175"
02/2020,Kama Tree,"82,047.850974"
02/2020,Kanebes,"6,269.793151000000"
02/2020,Kanehco,"215,129.91851400000"
02/2020,Karma,"86,540.451755"
02/2020,Keef Cola,"95,273.408879"
02/2020,Key,"4,594.272774"
02/2020,KGB Reserve,"117,787.761507"
02/2020,Khemia,"25,854.793674000000"
02/2020,Kikoko,"316,534.286627"
02/2020,Kin Slips,"234,147.40688700000"
02/2020,Kind Courier,"4,358.19088"
02/2020,Kind Medicine,"71,730.71972500000"
02/2020,King Palm,"7,238.0672590000000"
02/2020,Kingpen,"1,077,259.805151"
02/2020,Kingpin,26.539369
02/2020,Kings Garden,"1,825,518.1577640000"
02/2020,Kiskanu,"9,316.234039"
02/2020,Kiva Confections,"6,560,011.130433000"
02/2020,Knbis,"449,401.26356500000"
02/2020,Korova,"582,971.0142980000"
02/2020,Krush Kings,"244,236.15166700000"
02/2020,Kuda Cannabis,"34,063.385388"
02/2020,Kurvana,"942,657.576164"
02/2020,Kush Queen Cannabis,"80,179.64376900000"
02/2020,Kushy Punch,"291,848.0532320000"
02/2020,La Familia,"51,262.828829000000"
02/2020,La Vida Verde,"40,853.871361000000"
02/2020,Lazy 8 Bakery,"19,666.045551"
02/2020,Leef Organics,"9,210.977368000000"
02/2020,Legacy Strains,"154,610.236213"
02/2020,Legion Of Bloom,"1,396,422.5667100000"
02/2020,Lemonnade,"153,350.81002000000"
02/2020,Leune,"177,198.261105"
02/2020,Level,"1,735,365.8172260000"
02/2020,Lift Ticket Laboratories,"241,208.41944800000"
02/2020,Lightly Lifted,"29,586.562246000000"
02/2020,Lime,"4,690.4067590000000"
02/2020,Liquid Flower,"59,917.74754800000"
02/2020,LitHouse,"309,875.5971790000"
02/2020,Littles,"628,873.2760000000"
02/2020,Live Resin Project,"7,490.251989"
02/2020,Loaded Co.,"6,643.755069000000"
02/2020,Lobo Cannagar,"82,358.20094400000"
02/2020,Lokey Farms,"17,328.832855"
02/2020,Lola Lola,"343,707.095512"
02/2020,Lolo,"260,132.0264100000"
02/2020,Los Angeles Kush,"715,232.0652600000"
02/2020,Lost Coast Exotics,"13,063.530192000000"
02/2020,Lost Creek,"1,796.942272"
02/2020,Loud Brands USA,"5,070.693773000000"
02/2020,Loudpack,"890,260.8902690000"
02/2020,Lowell Herb Company,"2,999,477.7280720000"
02/2020,Loyal Oil Co.,"3,497.5015360000000"
02/2020,LTRMN Distribution House,"23,430.020807"
02/2020,Lucid Botanicals,"88,596.526674"
02/2020,Lulu's Botanicals,"14,882.395118000000"
02/2020,Lunchbox Alchemy,"3,855.1414150000000"
02/2020,Luv Buds,"21,409.799184000000"
02/2020,Mad Cow Genetics,"633,924.8114420000"
02/2020,Made From Dirt,"23,108.650156000000"
02/2020,Madrone Grown,"772,538.7897910000"
02/2020,Making You Better Brands,"1,123.800095"
02/2020,Mama Lou,"3,233.400729"
02/2020,Manzanita & Madrone,"330,968.957637"
02/2020,Marley Natural,"1,163,919.1152360000"
02/2020,Mary's Medicinals,"1,458,686.9360930000"
02/2020,Marygold,"237,405.857692"
02/2020,Master Growers,"9,667.249435000000"
02/2020,Maven,"223,277.85659600000"
02/2020,MC Farmaceuticals,"5,021.532929000000"
02/2020,Medcare Farms,"172,516.09233200000"
02/2020,Medicine Box,"11,548.558922"
02/2020,Medizen Edibles inc,"1,469.270167"
02/2020,Mellow's,"22,490.277619000000"
02/2020,Mericanna,"23,452.767687000000"
02/2020,Mind Your Head,"227,116.050576"
02/2020,Mindy's,"39,676.188648"
02/2020,Mirth Provisions,"41,851.57783500000"
02/2020,Miss Mirum's ,"42,915.628121"
02/2020,Monterey Kush Co,"417,661.44483100000"
02/2020,Mood33,886.0916970000000
02/2020,Moon Bar,"207,602.695077"
02/2020,Moon Lion Cannascience ,"22,847.115562000000"
02/2020,Mother Humboldt's,"13,772.035789"
02/2020,Mount Joy Sparkling Water,514.247657
02/2020,Moxie Seeds & Extracts,"1,108,793.4177410000"
02/2020,Mr. Moxey's Mints,"165,434.03281200000"
02/2020,Ms. Greenfields,656.3754610000000
02/2020,My Best Bud,"12,238.328514"
02/2020,MyJane,"1,208.489115"
02/2020,Mystic Herbal Care,"6,015.422800000000"
02/2020,N-Fuzed,"23,119.498965000000"
02/2020,Nasha Extracts,"505,180.715893"
02/2020,Native Humboldt Farms,"3,685.122631"
02/2020,Nectar Collector,466.690062
02/2020,Neutron Genetics,"4,270.958933"
02/2020,New Leaf Family Farms,"38,506.002924"
02/2020,Newell's Botanicals ,"9,667.995825"
02/2020,Newport,308.04671900000000
02/2020,North Country Pharms,"75,232.585275"
02/2020,Northern Emeralds,"525,908.263265"
02/2020,NUG (CA),"1,355,427.0111220000"
02/2020,Nuvata,"271,540.26610600000"
02/2020,O.pen,"382,886.598006"
02/2020,OCB Papers,"5,933.8063760000000"
02/2020,Occidental Hills,"20,178.247831"
02/2020,Ocean Cannabis Company,"195,155.824355"
02/2020,Ocean Grown Extracts,"22,445.386751"
02/2020,Old Pal,"817,841.92455"
02/2020,OLO,"22,862.150626000000"
02/2020,Om Edibles,"238,638.9768720000"
02/2020,Omega Trees,"5,767.905126"
02/2020,Omura,"1,845.1662030000000"
02/2020,One Drop Advantage,"3,985.360141"
02/2020,Orange Chronic,"1,031.816302"
02/2020,Orchid Essentials,"452,254.19865600000"
02/2020,Original Pot Co,"33,987.988473000000"
02/2020,Outco,"364,309.98099300000"
02/2020,Outpost Cannabis Co.,"102,946.67639900000"
02/2020,Pacific Cultivation,"132,885.65021000000"
02/2020,Pacific Reserve ,"1,456,234.5667830000"
02/2020,Pacific Stone,"3,710,684.992792000"
02/2020,Packwoods,"146,780.241493"
02/2020,Paleo Paw,"1,243.132471"
02/2020,Palms,"3,613.615622"
02/2020,Palomar Craft Cannabis,"4,174.116506"
02/2020,Pantry,"10,788.458623"
02/2020,Papa & Barkley,"3,192,203.555125"
02/2020,Papa's Herb,"103,680.676163"
02/2020,Paper Planes Extracts,"5,759.469510000000"
02/2020,Paradiso Gardens,"46,018.79601400000"
02/2020,Passiflora,"197,407.130116"
02/2020,Pax Vaporizers,"249,753.00933800000"
02/2020,Peak Industries,"47,653.366411000000"
02/2020,Pearl Pharma,"146,781.063268"
02/2020,Perennial,296.86179700000000
02/2020,Permanent Holiday,"6,589.023878000000"
02/2020,PFFN,"46,723.466262"
02/2020,Phinest Cannabis,"107,094.21762000000"
02/2020,Pina,"98,519.030709"
02/2020,Platinum Vape,"1,438,619.0351420000"
02/2020,Plug and Play,"579,979.362736"
02/2020,Plus Products,"2,804,755.8884000000"
02/2020,Pop-Up Potcorn,"19,258.620835"
02/2020,Poseidon Estate,"11,615.523207"
02/2020,Pot Farmer Sal,"32,882.891052"
02/2020,Potli,"20,297.463218"
02/2020,Potters Cannabis Co,"262,074.87312400000"
02/2020,Praise Cannabis,"17,650.338036000000"
02/2020,Prana (CA),"57,538.59322500000"
02/2020,Pre Rolled,"4,666,205.370351"
02/2020,Presidential Rx,"200,328.265364"
02/2020,Pride Wellness,"11,847.18131"
02/2020,Private Label,"1,487,336.6752690000"
02/2020,ProCana (CA),"174,059.204198"
02/2020,Professor Snook's,"15,933.822335"
02/2020,Proof,"379,014.79580300000"
02/2020,Puff Co.,"117,312.688401"
02/2020,Puff Preroll,"342,164.3450220000"
02/2020,Punch Edibles,"158,559.60746200000"
02/2020,Pure Beauty,"631,166.671917"
02/2020,Pure Plant Herbals,"42,387.920144"
02/2020,Pure Ratios ,"8,324.909486"
02/2020,Pure Vape,"326,133.53839400000"
02/2020,PUREXTRACTS,"1,542,449.8101270000"
02/2020,Purity Petibles,"6,521.670751"
02/2020,Purple City Genetics ,"293,962.1098730000"
02/2020,Quid Strips,"9,832.172642"
02/2020,Quim Rock,"44,272.638545"
02/2020,RA' Flower Brands,"19,457.694578"
02/2020,Rad Extracts,"22,646.084859000000"
02/2020,Randy's,100.402224
02/2020,Rations,"6,151.350726"
02/2020,Raw,"83,546.226506"
02/2020,Raw Garden,"16,664,535.820586"
02/2020,Rebel Coast Winery,"103,451.44714500000"
02/2020,Red Phi,"33,177.722749"
02/2020,Redwood Remedies,"229,147.28186"
02/2020,Region Cannabis,"59,903.58883800000"
02/2020,Remedi,"98,197.376567"
02/2020,Revive Organics,"23,242.278023000000"
02/2020,RHO Phyto,"2,536.3068160000000"
02/2020,Rich and Ruthless,"51,143.355991"
02/2020,Rich Cannabis Company,"4,747.893078"
02/2020,Rickett Brewing,920.888136
02/2020,Ridgetop Botanicals,"9,018.833559"
02/2020,Rio Vista Farms,"5,160.393892"
02/2020,Ritual,"4,779.740322"
02/2020,Riverview Farms,"364,162.99104800000"
02/2020,Roam,"17,258.872359"
02/2020,Ronen,"75,534.23974600000"
02/2020,Root of it All,"21,149.033411"
02/2020,Roots,"131,744.183424"
02/2020,Rose Los Angeles,"132,319.50841100000"
02/2020,Rosette Wellness,"60,155.87159800000"
02/2020,ROVE Brands,"885,639.8246940000"
02/2020,Royal Blunts,298.330924
02/2020,Royal Key Organics,"31,912.807884000000"
02/2020,Royal Tree (CA),"134,559.598922"
02/2020,Runtz,"58,858.530435"
02/2020,Ryot,"6,751.6642360000000"
02/2020,Saints,"17,108.744843"
02/2020,Santa Cruz Canna Farms,"82,666.93540800000"
02/2020,Santa Cruz Roots ,"176,237.97567900000"
02/2020,Santa Cruz Shredder,"10,562.619142"
02/2020,Santa Cruz Veterans Alliance,"135,476.83596"
02/2020,Satori Chocolates (CA),"157,408.097047"
02/2020,Saucey Farms ,"155,888.22739200000"
02/2020,Seeba Creek,"38,322.152654000000"
02/2020,Seed Junky Genetics,"51,311.16616800000"
02/2020,Seeds-Clones,"29,280.814089000000"
02/2020,Select Oil,"6,564,978.939856010"
02/2020,Sensi Chew (CA),"312,526.444199"
02/2020,Sessions Supply Co,"595,160.6434010000"
02/2020,Seven Leaves,"29,627.632198000000"
02/2020,SF Cultivator,"144,501.689608"
02/2020,SF Roots,"3,127.2113890000000"
02/2020,Shade,"8,095.455334"
02/2020,Shake,"501,726.84612000000"
02/2020,SharpStone Grinders,"1,098.966829"
02/2020,Sherbinski,"455,440.53108300000"
02/2020,Shine Papers,96.23649
02/2020,Shoogies,168.756263
02/2020,Shorty's,"324,491.980885"
02/2020,Simply Cannabis,"175,375.70166300000"
02/2020,Skilletools,107.958361
02/2020,Skunk Factory,"4,320.170867"
02/2020,Skunk Feather Concentrates,"250,768.4775390000"
02/2020,Slimpen,"1,919.365065"
02/2020,Slugworth's,"66,625.283412"
02/2020,Smoakland Organix,"68,056.14118500000"
02/2020,Smokebuddy,"1,490.1263200000000"
02/2020,Smokiez,"2,385,660.816272"
02/2020,Smooth,"148,722.076471"
02/2020,Sol Selects,"58,918.30834800000"
02/2020,Sol Spirit Farm,"8,343.313786"
02/2020,SolDaze Snacks,"38,459.503352"
02/2020,Somatik,"53,097.93526200000"
02/2020,Sonder,"20,566.354000000000"
02/2020,Sonoma Pacific,"299,406.001224"
02/2020,Soul Sugar Kitchen (CA),"15,665.574403000000"
02/2020,Source Cannabis,"1,102,101.0934510000"
02/2020,Sours,"55,821.096599"
02/2020,Sovereign Wellness,"172,485.88734300000"
02/2020,Space Coyote,"178,883.36260000000"
02/2020,Space Gem Candy,"184,975.61795000000"
02/2020,Spirulinex,954.516833
02/2020,Splatter Lab Extracts,"22,710.957172000000"
02/2020,St. Ides,"20,192.054994"
02/2020,State Flower Cannabis,"166,429.189945"
02/2020,Stay Lit,"2,427.877856"
02/2020,Stick E Vape,"44,518.152325000000"
02/2020,Stiiizy,"6,220,042.013832000"
02/2020,Stokes Confections,"13,549.460026"
02/2020,Stone Age Gardens,"23,910.368105000000"
02/2020,Stone Road,"193,955.546088"
02/2020,Stonebush,703.43545
02/2020,Stoned Age Jerky,"9,798.907461000000"
02/2020,Storz and Bickel,"5,882.214136"
02/2020,Strawberry Rocks,"1,276.022322"
02/2020,Strong John,"25,411.398163"
02/2020,Sublime Canna,"1,699,447.1266420000"
02/2020,Summit Boys,"246,305.18907100000"
02/2020,Sundae School,"80,857.48398700000"
02/2020,Sunday Goods,"517,467.42015200000"
02/2020,Sunderstorm,"3,916,654.9566750000"
02/2020,Sunrise Mountain Farms,"5,186.241436000000"
02/2020,Suprize Suprize,"33,159.142309"
02/2020,Surplus Cartridge Co,"63,204.07699700000"
02/2020,Swami Select,"30,705.063645"
02/2020,Sweet ReLeaf(CA),"96,907.050147"
02/2020,Sweetwater Pharms,"59,018.89721800000"
02/2020,Talking Trees Farms,"180,657.22314400000"
02/2020,Team Elite Genetics,"432,184.761477"
02/2020,Temple Extracts,"24,329.523713000000"
02/2020,Tetra Labs,"33,849.353561"
02/2020,THC Design,"833,658.9561150000"
02/2020,The Bloom Brand,"1,195,830.190339"
02/2020,The Botanist,"3,196.1641470000000"
02/2020,The Congo Club,"108,078.541794"
02/2020,The Cure Company,"332,246.07049500000"
02/2020,The Hello Place,"6,795.642341"
02/2020,The Original Jack Herer,"336,387.12851100000"
02/2020,The Oz,"49,039.59684300000"
02/2020,The Plug LA,"733,060.3513250000"
